stationid,lat,lon
08405020,35.971386,140.6599215
08406010,35.9160826,140.62583
08406030,35.8991784,140.6382045
08406050,35.8899991,140.6644489
08406060,35.87114990000001,140.6713908
08406080,35.8506637,140.7027292
08407010,35.8382409,140.7415295
08423040,35.9395682,140.567393
08441010,35.962133,140.31192
08541010,36.1765147,139.7677638
08561510,35.9510748,139.9744275
09201060,36.48792,139.863122
09201070,36.5081783,139.9426482
09201080,36.5908349,139.8559684
09201100,36.5674664,139.9201458
09201108,36.6004178,139.9404248
09201110,36.5318084,139.9803186
09201120,36.5567672,139.8851296
09201570,36.561921,139.8844175
09201580,36.5674799,139.9409774
09202010,36.3521022,139.4542268
09202520,36.2914457,139.4949175
09203010,36.3813923,139.7303562
09203030,36.2832121,139.6847564
09203520,36.3922535,139.7460429
09204020,36.330908,139.5820566
09204530,36.2910951,139.5611003
09205010,36.5669749,139.745005
09205510,36.5701742,139.7565829
09206010,36.7489614,139.6153356
09207010,36.7257039,139.6800109
09207510,36.7260667,139.6825604
09208010,36.313294,139.8002801
09208510,36.3152868,139.8018195
09209010,36.4403673,140.0136724
09209510,36.4435153,139.9942873
09210010,36.8708174,140.0155171
09211010,36.8062129,139.9239959
09211510,36.7656467,139.9418164
09212010,36.9688923,140.0549894
09216010,36.3847082,139.8775674
09301010,36.4393022,139.9101767
09301510,36.4445767,139.9074816
09342010,36.4673588,140.0934838
09364010,36.2305774,139.7422865
09383010,36.822353,139.7151723
09402010,36.6598314,140.1510903
10201090,36.4047323,139.0960211
10201510,36.3816035,139.0428727
10202010,36.33801589999999,138.9955116
10203010,36.4105658,139.342672
10203510,36.3695416,139.3526243
10204030,36.31351160000001,139.1945766
10204510,36.3034767,139.2076974
10205010,36.2909131,139.3817322
10205510,36.2780216,139.3868953
10206010,36.64710669999999,139.0432674
10207010,36.2499123,139.5317782
10207510,36.2351772,139.5202506
10208010,36.4990885,138.9940146
10208510,36.4921403,139.0120412
10210010,36.25898610000001,138.8939601
10211010,36.323256,138.9138437
10211040,36.3299788,138.9277215
10211060,36.3276673,138.8951009
10211510,36.3303214,138.9177641
10423010,36.5786787,138.8275195
10449010,36.7304635,138.9827919
10464010,36.2974922,139.1103334
11110010,35.9148962,139.7266446
12219520,35.5199386,140.0829646
11110510,35.95519609999999,139.6815107
11201030,35.8906262,139.4866332
11201040,35.9278059,139.4869977
11201050,35.91932389999999,139.426854
11201510,35.9065533,139.4926183
11202040,36.1473726,139.3886361
11202510,36.163357,139.395017
11203030,35.8008764,139.7027383
11203040,35.7977241,139.750635
11203050,35.8292566,139.7636506
11203060,35.8331499,139.6861921
11203510,35.8408796,139.7503743
11203530,35.8535759,139.7314741
11204010,35.8616328,139.6459029
11204040,35.8395616,139.6654039
11204520,35.8368235,139.6307046
11204530,35.8309526,139.6585497
11205020,35.9519803,139.6056592
11205030,35.9409328,139.664106
11205040,35.9228477,139.5731918
11205050,35.9070624,139.6738304
11205120,35.9067102,139.6290312
11205530,35.9131412,139.5958234
11205540,35.9372992,139.6445189
11206020,36.1391874,139.4758402
11207010,35.9879187,139.0800942
11208060,35.8033447,139.5197372
11208070,35.7854852,139.4401367
11208090,35.8143889,139.4835861
11208520,35.79936070000001,139.4728997
11208530,35.8056126,139.4097976
11209010,35.8545114,139.3269334
11210010,36.132313,139.6097908
11211010,36.2389843,139.2010568
11212020,36.0311435,139.4158599
11212520,36.0530326,139.4106122
11213010,35.9506516,139.7019868
11214030,35.9723261,139.7456856
11214510,35.9545853,139.7276703
11215010,35.859352,139.4493025
11216010,36.1754206,139.5569825
11217010,36.06596,139.5221929
11217510,36.05981939999999,139.5216362
11218010,36.1859318,139.2787963
11218510,36.1976558,139.2915319
11219020,35.9769418,139.5703631
11221050,35.8293325,139.7956882
11221510,35.839652,139.7905143
11221520,35.847355,139.77671
11222020,35.8959041,139.7962265
11222030,35.93410739999999,139.7638423
11224010,35.81905709999999,139.6646544
11224510,35.8209206,139.6425316
11225010,35.8313321,139.3967361
11225510,35.8322468,139.378643
11229010,35.778059,139.616884
11229510,35.7937349,139.614909
11230070,35.7820779,139.5521867
11232010,36.0656055,139.6623882
11232510,36.0701176,139.6681689
11234010,35.820508,139.8355327
11235010,35.8567086,139.5490558
11235510,35.85271520000001,139.5712889
11237020,35.8422674,139.8841693
11238010,35.9727675,139.6494849
11239010,35.9714792,139.4009589
11240010,36.0754341,139.7316932
11241510,35.93095539999999,139.3996248
11326010,35.9619793,139.3254848
11329010,35.8930667,139.3434724
11343010,36.0594871,139.2619009
11344010,36.0184188,139.1777779
11346510,35.9795506,139.4611741
11362010,36.0708172,139.0988043
12219180,35.4483325,140.1351015
11382010,36.1901088,139.1333957
11403010,36.2229999,139.3819898
11408510,36.121908,139.2074557
11421010,36.0854272,139.5597075
11442010,36.0267856,139.7121998
12105010,35.5546114,140.1742426
12201010,35.69410380000001,140.0977715
12201020,35.6488193,140.0688382
12201040,35.6649295,140.1432781
12201050,35.6534982,140.0978705
12201070,35.5963065,140.1818881
12201090,35.6286945,140.1837585
12201120,35.59697240000001,140.1213618
12201160,35.5835927,140.1282351
12201180,35.5726557,140.1310505
12201200,35.6073392,140.1064992
12201250,35.611391,140.138552
12201260,35.531377,140.2578558
12201300,35.6348139,140.1205528
12201320,35.6340173,140.0669084
12201520,35.6095183,140.1201511
12201540,35.6589021,140.0977401
12201570,35.6445893,140.067069
12202090,35.7286623,140.8255983
12203040,35.6960854,139.9588221
12203080,35.7503315,139.954414
12203110,35.7239425,139.9328454
12203120,35.6790883,139.9133061
12203510,35.7314911,139.9060251
12203520,35.684037,139.9206727
12203550,35.70954990000001,139.9226579
12204040,35.7455079,139.9956824
12204050,35.7271186,140.0089949
12204060,35.7294164,140.0415732
12204070,35.6953637,140.0247173
12204100,35.7574587,140.0608282
12204110,35.7135174,139.9647304
12204140,35.6771308,139.993363
12204150,35.6971527,139.9772366
12204520,35.6981038,139.9754694
12204530,35.6880639,139.9785953
12205030,35.0184814,139.8816085
12206010,35.3858445,139.9253573
12206030,35.4211601,139.8997565
12206070,35.3812139,139.9504682
12206080,35.3417491,139.9042343
12206140,35.3688946,140.0678416
12206520,35.374032,139.9382318
12206530,35.4071326,139.9627043
12207010,35.7876179,139.9033705
12207020,35.7911332,139.9623064
12207030,35.823038,139.9291413
12207520,35.7995549,139.9123927
12208010,35.9476145,139.8659565
12208510,35.953403,139.880097
12209010,35.8934843,140.5615266
12210010,35.434099,140.2859778
12211040,35.77367479999999,140.2950695
12211510,35.7781301,140.3208523
12212040,35.7277762,140.2064792
12212520,35.6846567,140.205131
12213010,35.5552469,140.368981
12214010,35.7212275,140.5779348
12216010,35.6853688,140.030958
12217020,35.8439578,139.9717795
12217030,35.9015724,139.9635447
12217510,35.857934,139.9636086
12217520,35.8967528,139.921008
12218010,35.1799832,140.2657828
12219010,35.5356071,140.1241332
12219030,35.5199404,140.0900293
12219060,35.4787704,140.0502546
12219090,35.4879615,140.0776785
12219110,35.4983318,140.1797728
12219120,35.5229895,140.1508801
12219140,35.4478422,140.0522701
12219190,35.5260141,140.0679921
12219200,35.5103903,140.1153436
12219380,35.3335387,140.1460666
12219390,35.4062084,140.142491
12220010,35.8570293,139.9035901
12221020,35.716628,140.0821774
12221510,35.7323499,140.118946
12222010,35.8623423,140.0772685
12224040,35.7935401,140.0175457
12224510,35.7822144,140.0081501
12225010,35.3316012,139.9023381
12225030,35.3435333,139.8843042
12225070,35.3013114,139.9275296
12225080,35.342859,139.8661901
12225090,35.3229581,140.0533454
12225120,35.3055301,139.9698313
12226010,35.3218906,139.852887
12227510,35.655035,139.9108242
12228010,35.6678777,140.1708865
12230010,35.6729414,140.3118002
12301020,35.6552406,139.9012134
12303010,36.0477601,139.8141856
12305510,35.8406241,140.002113
12326010,35.7985543,140.0446776
12327010,35.7957276,140.1395164
12329010,35.8460503,140.2465786
12343010,35.8523869,140.4205247
12344020,35.8466005,140.6002988
12345020,35.7901177,140.6059434
12408010,35.6553864,140.4842145
12409010,35.7206815,140.4140222
12421020,35.348911,140.3798435
12463010,35.1110554,139.8353306
12481010,35.4287384,139.9533725
12481040,35.4557607,140.0279697
12481050,35.4144862,140.0022961
12481060,35.4291604,140.0282756
12481070,35.3651236,140.0084012
12481080,35.3903778,140.0345446
12481090,35.4241348,140.0702598
12481160,35.4496582,140.0036082
12481510,35.4322751,139.9682273
12481520,35.4222118,140.0160722
13101010,35.692767,139.7679463
13101510,35.6940309,139.7537719
13101520,35.6940309,139.7537719
13102010,35.6564166,139.7793661
13102510,35.6788955,139.7817278
13103010,35.6422585,139.7355846
13103510,35.6381278,139.740135
13104010,35.6837071,139.7113021
13104540,35.6837071,139.7113021
13104550,35.7167454,139.703742
13105010,35.7331806,139.7555691
13105530,35.7194287,139.7346645
13106520,35.7292203,139.793248
13107520,35.7202019,139.815146
13108010,35.689975,139.8276492
13108020,35.6324902,139.7785345
13108520,35.6967785,139.8356927
13108530,35.6499989,139.8102702
13109010,35.6108138,139.7209595
13109030,35.6007707,139.7514887
13109510,35.6165235,139.7406755
13109520,35.6204066,139.719059
13110010,35.6194814,139.6821513
13110510,35.6525728,139.6903398
13110530,35.6232078,139.6791349
13111010,35.5575322,139.7396494
13111520,35.5963547,139.7098858
13111530,35.6018959,139.6930952
13111540,35.5731466,139.686531
13112010,35.646004,139.6528218
13112020,35.6519663,139.5957727
13112510,35.6353695,139.6639875
13112520,35.6660458,139.613017
13113010,35.6641008,139.6985104
13113510,35.6727047,139.6619497
13114010,35.7191824,139.6410647
13114510,35.70038820000001,139.6824869
13115010,35.6906352,139.6023409
13115550,35.719092,139.6198683
13116530,35.7418787,139.7262368
13117520,35.7666518,139.7357443
13118010,35.7331499,139.7891857
13119010,35.7538045,139.707651
13119510,35.7609043,139.7054233
13120010,35.7653547,139.664222
13120020,35.7377286,139.5990181
13120030,35.7433165,139.6525779
13121010,35.7800681,139.7762232
13121020,35.7697167,139.8257782
13121510,35.77453510000001,139.8045157
13122010,35.744251,139.8776074
13122020,35.7864558,139.8692678
13122520,35.7608755,139.8530976
13123010,35.7099429,139.8859668
13123020,35.6821907,139.8773135
13123030,35.6536708,139.871021
13201020,35.6449805,139.3398327
13201040,35.6283426,139.287173
13201060,35.6714287,139.2930374
13201510,35.66185249999999,139.3210684
13202010,35.7139094,139.4078627
13203010,35.7129334,139.5562603
13203510,35.7110151,139.5385007
13204510,35.6924964,139.560947
13205010,35.7906682,139.2752717
13206010,35.6689308,139.477549
13208020,35.6664505,139.5553302
13209010,35.5357835,139.4529557
13209020,35.5870987,139.4834704
13210010,35.7040292,139.5063669
13211010,35.7277805,139.4765433
13212520,35.6560905,139.4330685
13213510,35.752624,139.4660197
13215510,35.6821067,139.4321945
13216010,35.7280748,139.5343932
13217010,35.7496954,139.5580759
13217510,35.7247401,139.5529825
13218010,35.7386543,139.3267764
13219010,35.6351588,139.570463
13220010,35.7509319,139.4253255
13221010,35.7797407,139.521002
13222510,35.7514113,139.5216362
13224010,35.6332618,139.4319861
13303520,35.7749305,139.336038
13421950,27.0960623,142.2151268
14101010,35.5003919,139.6849913
14101020,35.4956192,139.6707013
14101520,35.5227127,139.675406
14102010,35.4771023,139.6292834
14103010,35.4576874,139.6156393
14103510,35.4653692,139.6114949
14104020,35.4193072,139.6488806
14104030,35.4151966,139.6624281
14105020,35.4343409,139.610123
14106010,35.4520062,139.5855624
14107010,35.402381,139.6184164
14107520,35.4207697,139.6245683
14108020,35.36122230000001,139.6316151
14109040,35.518987,139.6330203
14110050,35.3977109,139.5138459
14110510,35.3986601,139.5257126
14111020,35.3867642,139.5706101
14111520,35.4016667,139.5904691
14112020,35.4719976,139.5520672
14112510,35.4856466,139.5213351
14113020,35.5160013,139.5265331
14113510,35.539608,139.5152296
14113520,35.5354357,139.5658493
14114020,35.45744730000001,139.4867465
14115010,35.357639,139.5716437
14116010,35.425629,139.4898296
14117010,35.553844,139.5362099
14118010,35.544799,139.5706659
14131020,35.5319906,139.7340411
14131030,35.5149206,139.7117829
14131100,35.5319907,139.7036123
14131510,35.530861,139.7028959
14131530,35.5209026,139.7292786
14131540,35.5234828,139.6943732
14132060,35.5444024,139.6863924
14132510,35.5433476,139.6918181
14133010,35.5759815,139.6559439
14133520,35.568787,139.6589513
14134010,35.598802,139.614022
14134530,35.6080779,139.6144841
14135070,35.6024229,139.5150547
14135080,35.62262080000001,139.5587687
14135530,35.5914051,139.4975649
14135540,35.616606,139.574451
14136010,35.5889618,139.5858961
14136510,35.58478059999999,139.5801042
14153510,35.552819,139.421767
14201020,35.3182278,139.6317448
14201040,35.221488,139.6259237
14201050,35.2266534,139.7060151
14201530,35.2829123,139.6704215
14203030,35.3762374,139.3629748
14203040,35.334984,139.3091998
14203050,35.31912519999999,139.3455297
14203100,35.3556141,139.3547836
14203510,35.3335398,139.3562292
14204010,35.3192067,139.5471289
14204530,35.3488347,139.5209463
14205010,35.3388323,139.4918806
14205030,35.4012915,139.467352
14205040,35.403358,139.4168038
14205050,35.3402423,139.4492865
14205510,35.3473974,139.4849011
14206010,35.2644846,139.1522272
14206510,35.2506153,139.1586252
14207010,35.3337929,139.4036328
14207510,35.3336185,139.4027683
14208020,35.295594,139.5803997
14208520,35.2953326,139.5802054
14209010,35.5714754,139.3731743
14209020,35.521846,139.4078149
14209030,35.5991221,139.3434209
14209040,35.5481299,139.3344765
14209050,35.5864859,139.2565095
14209530,35.5485606,139.3567039
14210010,35.1446882,139.6207388
14211010,35.374649,139.2239719
14211510,35.3714959,139.2303028
14212020,35.44047,139.3634111
14212520,35.4666052,139.3678037
14212530,35.4452165,139.3576209
14213010,35.4875298,139.4579964
14213510,35.4718748,139.466145
14214020,35.4033424,139.3150843
14214510,35.3899778,139.2789768
14215010,35.446427,139.3908038
14216020,35.488636,139.407704
14217020,35.3107433,139.1157538
14218010,35.4371591,139.4263217
14321010,35.3726054,139.3837609
14382010,35.2540924,139.0497132
14401010,35.5286217,139.3223763
15102510,37.9341361,139.0911366
15108010,37.7588032,138.8840891
15201060,37.9353337,139.0794313
15201150,37.9812255,139.2202278
15201220,37.9203509,139.0782901
15201270,37.9562555,139.1440766
15201322,37.9162257,139.0363548
15201410,37.8805093,138.9869852
22201090,34.9856239,138.3366179
15201420,37.9167461,139.2268962
15201430,37.8721378,139.1016698
15201560,37.9150401,139.0691899
15201570,37.7645821,139.0159176
15202080,37.4390233,138.8391709
15202510,37.4703078,138.861469
15205060,37.3676078,138.579031
15206050,37.95293119999999,139.330271
15207020,37.7911829,139.1195588
15212010,38.227776,139.474629
15213010,37.6693936,138.9221494
15216010,37.0416892,137.8531416
15217050,37.0397632,138.2570833
15222190,37.1622865,138.2711028
15224010,37.9887519,138.3958256
15224950,38.2340537,138.4232742
15307020,38.0116167,139.2790427
15307080,37.9544644,139.2387925
15310010,38.0577552,139.4068027
15463010,37.0576786,138.8684775
15543010,37.1922838,138.2729815
15563170,36.9909975,137.8134642
16201021,36.6943114,137.2031287
16201110,36.7490583,137.3054004
16201140,36.654799,137.2215421
16201400,36.7425277,137.2331301
16201510,36.6930988,137.2115311
16201520,36.7222389,137.2359058
16202060,36.79397540000001,137.0564571
16202520,36.7590496,137.0194935
16203030,36.76380270000001,137.1475746
16204090,36.8288656,137.4080761
16205180,36.8437282,136.9919991
16206240,36.7508582,137.3492112
16207011,36.8830286,137.4458386
16208120,36.6291085,136.9892421
16209100,36.6727774,136.8710475
16342060,36.9363581,137.5054376
16362010,36.6581297,137.1533565
16381010,36.7002692,137.0996556
16408060,36.5981836,136.9087054
17201090,36.5526505,136.6061372
17201110,36.5561283,136.6772214
17201290,36.5670356,136.6507388
17201300,36.5898381,136.6355342
17201310,36.598011,136.603013
17201320,36.5950351,136.6758186
17201550,36.5720051,136.655011
17201560,36.5601426,136.6517671
17201650,36.5278205,136.6488859
17202190,37.0500257,136.9489741
17202200,37.0804681,136.9274598
17202240,37.0623092,137.01172
17203140,36.4081689,136.4613455
17204010,37.2953024,136.9570098
17205020,37.4414281,137.2700595
17206010,36.3022064,136.3156813
17207010,36.8926336,136.7784319
17208010,36.51968069999999,136.5633768
17208020,36.4706986,136.5759986
17321010,36.4464386,136.4553535
17342010,36.4733797,136.4767669
17344520,36.5464656,136.6008578
17361010,36.6685908,136.7278147
17365010,36.6337294,136.6295955
17401010,37.0612656,136.8928695
17404010,36.9663847,136.9170166
17405010,37.1219596,136.9963988
18201040,36.0557685,136.2228653
18201060,36.1468082,136.0996008
18201070,36.0518113,136.2740169
18201540,36.031118,136.2315365
18202020,35.6538374,136.0617979
18202190,35.6285461,136.0530522
18202530,35.6315696,136.0663554
18203010,35.9082123,136.1585528
18203100,35.8949141,136.2247956
18203110,35.9211463,136.1716563
18203120,35.8789555,136.066801
18204010,35.4982926,135.7491371
18205010,35.9916181,136.4879846
18207010,35.9701608,136.1840498
18207050,35.9797543,136.1933469
18207080,35.9371206,136.199426
18207520,35.9615906,136.1878136
18361010,36.1903645,136.1440042
18363010,36.2121657,136.2285256
18363020,36.1972996,136.2686225
18366010,36.1663818,136.2262878
18381010,35.9191911,136.2472179
18441010,35.5489531,135.9092309
19201011,35.6620982,138.5683089
19201020,35.6721125,138.5499996
19201510,35.6362127,138.558107
19202030,35.4805617,138.8010438
19204010,35.5398,138.8970679
19205020,35.7037494,138.7129066
19206010,35.6081699,138.9338621
19207030,35.70077740000001,138.4586601
19321030,35.6485351,138.6601942
19366010,35.2896864,138.4462495
19390030,35.6050435,138.4953278
19441030,35.630171,139.1087935
20201030,36.6356949,138.173771
20201070,36.6673422,138.2179159
20201110,36.5800196,138.1436485
20201140,36.6046906,138.2062966
20201150,36.7119053,138.2822794
20201510,36.5975303,138.1871296
20201520,36.6500571,138.190476
20202050,36.2348871,137.9435318
20202510,36.2304235,137.9552219
20203010,36.4006858,138.2603884
20204510,36.1288316,138.0505925
20205010,35.5137784,137.8294179
20206010,36.0339667,138.1073764
20207010,36.6551775,138.3115531
20208020,36.3263894,138.4366118
20209010,35.8401194,137.9577936
20211010,36.7449795,138.3726244
20212160,36.5078617,137.8621682
20216510,36.5413588,138.1213004
20217020,36.2295551,138.4615629
20421030,35.8390986,137.6879986
20485950,36.7352035,137.8162936
21201010,35.4222141,136.7589202
21201020,35.385969,136.7511741
21201030,35.457029,136.7719591
21201520,35.4237855,136.7575191
21202020,35.3579319,136.6113011
21202050,35.3410761,136.6242418
21202510,35.35264530000001,136.6216697
21203010,36.146145,137.252156
21205360,35.4921453,136.9180744
21206010,35.4875251,137.5006558
21208010,35.3618194,137.2554376
21209020,35.3197801,136.7027971
21210501,35.449862,137.433032
21211010,35.4535332,137.030104
21212510,35.3573259,137.1753647
21213020,35.4104376,136.8791195
21214510,35.4335822,137.0454931
21215950,35.5774358,136.68265
21218010,35.4333158,136.6574838
21220010,35.8841895,137.2074429
21541010,35.3022716,137.1698897
22102010,34.9510998,138.4184995
22103010,35.0021953,138.4477689
22132540,34.7309131,137.7864167
22135010,34.8031164,137.5560849
22137010,34.8726387,137.8160709
22201030,34.9960412,138.4066959
22201060,34.9376858,138.3682366
22201500,34.9701157,138.3802631
22201530,34.9395167,138.3339796
22202040,34.7028525,137.7154234
22202080,34.7270705,137.6689744
22202120,34.7567388,137.7728225
22202150,34.6936794,137.7648676
22202160,34.7625729,137.7163502
22202520,34.70546830000001,137.7279959
22202530,34.7072769,137.7492291
22203010,35.1069864,138.8566554
22204010,35.0157291,138.4895816
22204020,35.0009337,138.5217943
22204090,35.0492781,138.4712296
22204100,35.0605373,138.52772
22204510,35.0421505,138.4849112
22205010,35.0956064,139.0687318
22206010,35.1183974,138.9186068
22206510,35.1117417,138.9171345
22207010,35.2220957,138.6216999
22208020,34.9656121,139.1020812
22209010,34.8363491,138.1760238
22210010,35.1540954,138.6774781
22210020,35.17063479999999,138.7157909
22210030,35.1845488,138.6861088
22210040,35.1389897,138.7038898
22210050,35.1907845,138.6482895
22210060,35.212562,138.6873481
22210070,35.1624746,138.6468898
22210160,35.1497288,138.7640341
22210170,35.1758502,138.5998848
22210510,35.1566585,138.6651499
22210520,35.1346961,138.6576871
22211010,34.7171835,137.8508728
22212010,34.8648717,138.3122149
22213010,34.769027,137.9976964
22213510,34.7810373,138.0174331
